"chr"	"start"	"end"	"width"	"strand"	"annotation"	"geneCh"	"geneStart"	"geneEnd"	"geneLen"	"geneStr"	"geneID"	"distanceToTSS"	"MACSqValue"	"SRX_ID"	"TF"	"cell_type"
"chr8"	"51797169"	"51797562"	"394"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"11883"	206	"SRX8588623"	"SMARCA4"	"Pulmonaryarteryendothelialcells"
"chr8"	"51797185"	"51797646"	"462"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"11799"	827	"SRX8588626"	"SMARCA4"	"Pulmonaryarteryendothelialcells"
"chr8"	"51797202"	"51797635"	"434"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"11810"	835	"SRX8588624"	"SMARCA4"	"Pulmonaryarteryendothelialcells"
"chr8"	"51797210"	"51797599"	"390"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"11846"	507	"SRX8588625"	"SMARCA4"	"Pulmonaryarteryendothelialcells"
"chr8"	"51797230"	"51797539"	"310"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"11906"	502	"SRX2207672"	"RELA"	"HUVEC"
"chr8"	"51797258"	"51797567"	"310"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"11878"	1000	"SRX393516"	"TAL1"	"Primaryendothelialcells"
"chr8"	"51797261"	"51797578"	"318"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"11867"	1000	"SRX393518"	"TAL1"	"Primaryendothelialcells"
"chr8"	"51797282"	"51797550"	"269"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"11895"	454	"SRX2207673"	"RELA"	"HUVEC"
"chr8"	"51801103"	"51801277"	"175"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"8168"	483	"SRX189725"	"EP300"	"HUVEC"
"chr8"	"51801106"	"51801297"	"192"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"8148"	297	"SRX3599317"	"EP300"	"HUVEC"
"chr8"	"51801109"	"51801296"	"188"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"8149"	332	"SRX189721"	"EP300"	"HUVEC"
"chr8"	"51801111"	"51801251"	"141"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"8194"	292	"SRX3599316"	"EP300"	"HUVEC"
"chr8"	"51801113"	"51801260"	"148"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"8185"	271	"SRX189724"	"EP300"	"HUVEC"
"chr8"	"51801123"	"51801233"	"111"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"8212"	315	"SRX189727"	"EP300"	"HUVEC"
"chr8"	"51801129"	"51801246"	"118"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"8199"	221	"SRX189720"	"EP300"	"HUVEC"
"chr8"	"51801131"	"51801270"	"140"	"*"	"Intron (ENST00000356297.5/137902, intron 1 of 22)"	"8"	"51319577"	"51809445"	"489869"	"2"	"137902"	"8175"	216	"SRX189726"	"EP300"	"HUVEC"
