"chr"	"start"	"end"	"width"	"strand"	"annotation"	"geneCh"	"geneStart"	"geneEnd"	"geneLen"	"geneStr"	"geneID"	"distanceToTSS"	"MACSqValue"	"SRX_ID"	"TF"	"cell_type"
"chr2"	"1744281"	"1744697"	"417"	"*"	"Promoter (<=1kb)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"155"	303	"SRX2765964"	"HMGB1"	"HUVEC"
"chr2"	"1744367"	"1744735"	"369"	"*"	"Promoter (<=1kb)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"117"	774	"SRX5904135"	"TCF21"	"HCASMC"
"chr2"	"1744367"	"1744735"	"369"	"*"	"Promoter (<=1kb)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"117"	774	"SRX7299332"	"TCF21"	"Coronaryarterysmoothmuscle"
"chr2"	"1744423"	"1744787"	"365"	"*"	"Promoter (<=1kb)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"65"	96	"SRX3040158"	"SMC1A"	"Coronaryarteryendothelialcells"
"chr2"	"1744469"	"1744675"	"207"	"*"	"Promoter (<=1kb)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"177"	184	"SRX699733"	"TCF21"	"HCASMC"
"chr2"	"1744473"	"1744680"	"208"	"*"	"Promoter (<=1kb)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"172"	175	"SRX5146789"	"TCF21"	"HCASMC"
"chr2"	"1744473"	"1744680"	"208"	"*"	"Promoter (<=1kb)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"172"	175	"SRX699732"	"TCF21"	"HCASMC"
"chr2"	"1744520"	"1744656"	"137"	"*"	"Promoter (<=1kb)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"196"	101	"SRX7054609"	"RELA"	"HAEC"
"chr2"	"1744521"	"1744696"	"176"	"*"	"Promoter (<=1kb)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"156"	126	"SRX2207673"	"RELA"	"HUVEC"
"chr2"	"1744979"	"1745148"	"170"	"*"	"Promoter (<=1kb)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"-127"	92	"SRX7509663"	"CTCF"	"Aorta"
