"chr"	"start"	"end"	"width"	"strand"	"annotation"	"geneCh"	"geneStart"	"geneEnd"	"geneLen"	"geneStr"	"geneID"	"distanceToTSS"	"MACSqValue"	"SRX_ID"	"TF"	"cell_type"
"chr2"	"1721270"	"1721544"	"275"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23308"	257	"SRX2207670"	"RBPJ"	"HUVEC"
"chr2"	"1721272"	"1721462"	"191"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23390"	233	"SRX7055008"	"RELA"	"HAEC"
"chr2"	"1721276"	"1721531"	"256"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23321"	396	"SRX7054657"	"RELA"	"HAEC"
"chr2"	"1721278"	"1721521"	"244"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23331"	273	"SRX7054614"	"RELA"	"HAEC"
"chr2"	"1721278"	"1721521"	"244"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23331"	291	"SRX7054615"	"RELA"	"HAEC"
"chr2"	"1721278"	"1721567"	"290"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23285"	456	"SRX5527658"	"ERG"	"HUVEC"
"chr2"	"1721284"	"1721502"	"219"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23350"	603	"SRX150358"	"JUN"	"HUVEC"
"chr2"	"1721285"	"1721517"	"233"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23335"	328	"SRX7054671"	"RELA"	"HAEC"
"chr2"	"1721291"	"1721487"	"197"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23365"	293	"SRX2355085"	"RELA"	"HAEC"
"chr2"	"1721293"	"1721531"	"239"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23321"	379	"SRX7054609"	"RELA"	"HAEC"
"chr2"	"1721294"	"1721498"	"205"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23354"	235	"SRX2671792"	"EP300"	"Cardiacprogenitorcells"
"chr2"	"1721297"	"1722134"	"838"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22718"	393	"SRX8588625"	"SMARCA4"	"Pulmonaryarteryendothelialcells"
"chr2"	"1721300"	"1721510"	"211"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23342"	457	"SRX2355073"	"JUN"	"HAEC"
"chr2"	"1721301"	"1721533"	"233"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23319"	264	"SRX393516"	"TAL1"	"Primaryendothelialcells"
"chr2"	"1721301"	"1721545"	"245"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23307"	273	"SRX3601958"	"ERG"	"HUVEC"
"chr2"	"1721301"	"1721545"	"245"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23307"	206	"SRX8588640"	"KLF4"	"Pulmonaryarteryendothelialcells"
"chr2"	"1721303"	"1721518"	"216"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23334"	307	"SRX7054618"	"RELA"	"HAEC"
"chr2"	"1721303"	"1721531"	"229"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23321"	217	"SRX3601957"	"ERG"	"HUVEC"
"chr2"	"1721305"	"1721508"	"204"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23344"	207	"SRX2355083"	"RELA"	"HAEC"
"chr2"	"1721305"	"1721535"	"231"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23317"	324	"SRX2355072"	"JUN"	"HAEC"
"chr2"	"1721309"	"1721569"	"261"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23283"	350	"SRX070878"	"FOS"	"HUVEC"
"chr2"	"1721505"	"1721831"	"327"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23021"	824	"SRX5527617"	"EP300"	"HUVEC"
"chr2"	"1721507"	"1721809"	"303"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23043"	659	"SRX5527615"	"EP300"	"HUVEC"
"chr2"	"1721533"	"1721806"	"274"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23046"	513	"SRX5527609"	"EP300"	"HAEC"
"chr2"	"1721540"	"1721803"	"264"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"23049"	369	"SRX5527607"	"EP300"	"HAEC"
"chr2"	"1721741"	"1721999"	"259"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22853"	237	"SRX2734393"	"NFE2L2"	"HAEC"
"chr2"	"1721752"	"1722174"	"423"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22678"	1000	"SRX2207672"	"RELA"	"HUVEC"
"chr2"	"1721753"	"1722167"	"415"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22685"	1000	"SRX2207673"	"RELA"	"HUVEC"
"chr2"	"1721758"	"1722100"	"343"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22752"	613	"SRX7054611"	"RELA"	"HAEC"
"chr2"	"1721759"	"1722120"	"362"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22732"	677	"SRX7054610"	"RELA"	"HAEC"
"chr2"	"1721770"	"1722118"	"349"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22734"	1000	"SRX7054614"	"RELA"	"HAEC"
"chr2"	"1721770"	"1722120"	"351"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22732"	1000	"SRX2355079"	"RELA"	"HAEC"
"chr2"	"1721772"	"1722102"	"331"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22750"	889	"SRX7054657"	"RELA"	"HAEC"
"chr2"	"1721773"	"1722130"	"358"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22722"	1000	"SRX7054670"	"RELA"	"HAEC"
"chr2"	"1721774"	"1722061"	"288"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22791"	311	"SRX150664"	"FOS"	"HUVEC"
"chr2"	"1721775"	"1722064"	"290"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22788"	323	"SRX070879"	"FOS"	"HUVEC"
"chr2"	"1721778"	"1722137"	"360"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22715"	1000	"SRX2355083"	"RELA"	"HAEC"
"chr2"	"1721780"	"1722110"	"331"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22742"	1000	"SRX7054617"	"RELA"	"HAEC"
"chr2"	"1721784"	"1722124"	"341"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22728"	1000	"SRX7055007"	"RELA"	"HAEC"
"chr2"	"1721784"	"1722126"	"343"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22726"	601	"SRX7054665"	"RELA"	"HAEC"
"chr2"	"1721784"	"1722133"	"350"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22719"	1000	"SRX7054666"	"RELA"	"HAEC"
"chr2"	"1721786"	"1722135"	"350"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22717"	1000	"SRX7054661"	"RELA"	"HAEC"
"chr2"	"1721787"	"1722012"	"226"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22840"	298	"SRX2207670"	"RBPJ"	"HUVEC"
"chr2"	"1721787"	"1722105"	"319"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22747"	1000	"SRX7054663"	"RELA"	"HAEC"
"chr2"	"1721787"	"1722112"	"326"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22740"	1000	"SRX7054621"	"RELA"	"HAEC"
"chr2"	"1721787"	"1722115"	"329"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22737"	1000	"SRX2207671"	"RELA"	"HUVEC"
"chr2"	"1721787"	"1722153"	"367"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22699"	1000	"SRX7055006"	"RELA"	"HAEC"
"chr2"	"1721788"	"1722086"	"299"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22766"	973	"SRX2355073"	"JUN"	"HAEC"
"chr2"	"1721796"	"1722052"	"257"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22800"	428	"SRX2734392"	"NFE2L2"	"HAEC"
"chr2"	"1721797"	"1722087"	"291"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22765"	581	"SRX7054622"	"RELA"	"HAEC"
"chr2"	"1721799"	"1722109"	"311"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22743"	1000	"SRX7054664"	"RELA"	"HAEC"
"chr2"	"1721800"	"1722100"	"301"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22752"	447	"SRX425263"	"RELA"	"HUVEC"
"chr2"	"1721800"	"1722115"	"316"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22737"	1000	"SRX7054618"	"RELA"	"HAEC"
"chr2"	"1721801"	"1722092"	"292"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22760"	1000	"SRX2355085"	"RELA"	"HAEC"
"chr2"	"1721802"	"1722108"	"307"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22744"	680	"SRX7055005"	"RELA"	"HAEC"
"chr2"	"1721803"	"1722074"	"272"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22778"	559	"SRX7054658"	"RELA"	"HAEC"
"chr2"	"1721803"	"1722109"	"307"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22743"	853	"SRX7054615"	"RELA"	"HAEC"
"chr2"	"1721804"	"1722119"	"316"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22733"	1000	"SRX7054671"	"RELA"	"HAEC"
"chr2"	"1721805"	"1722039"	"235"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22813"	562	"SRX2355072"	"JUN"	"HAEC"
"chr2"	"1721805"	"1722115"	"311"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22737"	649	"SRX425264"	"RELA"	"HUVEC"
"chr2"	"1721805"	"1722115"	"311"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22737"	1000	"SRX7054619"	"RELA"	"HAEC"
"chr2"	"1721806"	"1722094"	"289"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22758"	797	"SRX7054616"	"RELA"	"HAEC"
"chr2"	"1721806"	"1722113"	"308"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22739"	595	"SRX7054613"	"RELA"	"HAEC"
"chr2"	"1721806"	"1722116"	"311"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22736"	1000	"SRX7055004"	"RELA"	"HAEC"
"chr2"	"1721809"	"1722039"	"231"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22813"	524	"SRX150358"	"JUN"	"HUVEC"
"chr2"	"1721809"	"1722069"	"261"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22783"	619	"SRX7054667"	"RELA"	"HAEC"
"chr2"	"1721809"	"1722078"	"270"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22774"	787	"SRX7054609"	"RELA"	"HAEC"
"chr2"	"1721813"	"1722064"	"252"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22788"	1000	"SRX2355081"	"RELA"	"HAEC"
"chr2"	"1721813"	"1722095"	"283"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22757"	496	"SRX7054668"	"RELA"	"HAEC"
"chr2"	"1721813"	"1722106"	"294"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22746"	862	"SRX7054662"	"RELA"	"HAEC"
"chr2"	"1721814"	"1722026"	"213"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22826"	252	"SRX2355074"	"JUNB"	"HAEC"
"chr2"	"1721817"	"1722076"	"260"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22776"	263	"SRX7054659"	"RELA"	"HAEC"
"chr2"	"1721817"	"1722079"	"263"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22773"	490	"SRX2355077"	"RELA"	"HAEC"
"chr2"	"1721818"	"1722086"	"269"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22766"	1000	"SRX7055008"	"RELA"	"HAEC"
"chr2"	"1721823"	"1722099"	"277"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22753"	1000	"SRX2355078"	"RELA"	"HAEC"
"chr2"	"1721824"	"1722085"	"262"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22767"	312	"SRX7054660"	"RELA"	"HAEC"
"chr2"	"1721825"	"1722081"	"257"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22771"	485	"SRX7054623"	"RELA"	"HAEC"
"chr2"	"1721827"	"1722087"	"261"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22765"	388	"SRX7054612"	"RELA"	"HAEC"
"chr2"	"1721834"	"1722062"	"229"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22790"	235	"SRX8588639"	"KLF4"	"Pulmonaryarteryendothelialcells"
"chr2"	"1721834"	"1722087"	"254"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22765"	477	"SRX7054624"	"RELA"	"HAEC"
"chr2"	"1721845"	"1722112"	"268"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22740"	280	"SRX7054669"	"RELA"	"HAEC"
"chr2"	"1721847"	"1722080"	"234"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22772"	314	"SRX7054672"	"RELA"	"HAEC"
"chr2"	"1722161"	"1722432"	"272"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"22420"	305	"SRX5527615"	"EP300"	"HUVEC"
"chr2"	"1729995"	"1730304"	"310"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"14548"	281	"SRX7055006"	"RELA"	"HAEC"
"chr2"	"1730052"	"1730523"	"472"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"14329"	203	"SRX7054615"	"RELA"	"HAEC"
"chr2"	"1730053"	"1730294"	"242"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"14558"	218	"SRX7054671"	"RELA"	"HAEC"
"chr2"	"1730065"	"1730597"	"533"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"14255"	426	"SRX7055007"	"RELA"	"HAEC"
"chr2"	"1730078"	"1730273"	"196"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"14579"	234	"SRX7054614"	"RELA"	"HAEC"
"chr2"	"1730084"	"1730314"	"231"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"14538"	214	"SRX7054661"	"RELA"	"HAEC"
"chr2"	"1730171"	"1730428"	"258"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"14424"	306	"SRX2355057"	"CEBPD"	"HAEC"
"chr2"	"1730300"	"1730882"	"583"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"13970"	209	"SRX5527617"	"EP300"	"HUVEC"
"chr2"	"1730308"	"1730782"	"475"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"14070"	328	"SRX5527615"	"EP300"	"HUVEC"
"chr2"	"1730327"	"1730818"	"492"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"14034"	274	"SRX5527609"	"EP300"	"HAEC"
"chr2"	"1730380"	"1730628"	"249"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"14224"	304	"SRX5667819"	"FOXC2"	"HMVEC"
"chr2"	"1731360"	"1732362"	"1003"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"12490"	1000	"SRX5904135"	"TCF21"	"HCASMC"
"chr2"	"1731360"	"1732362"	"1003"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"12490"	1000	"SRX7299332"	"TCF21"	"Coronaryarterysmoothmuscle"
"chr2"	"1731767"	"1732310"	"544"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"12542"	806	"SRX699733"	"TCF21"	"HCASMC"
"chr2"	"1731813"	"1732346"	"534"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"12506"	1000	"SRX5146789"	"TCF21"	"HCASMC"
"chr2"	"1731814"	"1732346"	"533"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"12506"	1000	"SRX699732"	"TCF21"	"HCASMC"
"chr2"	"1731895"	"1732302"	"408"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"12550"	349	"SRX699734"	"TCF21"	"HCASMC"
"chr2"	"1737247"	"1737517"	"271"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"7335"	413	"SRX699738"	"JUND"	"HCASMC"
"chr2"	"1737284"	"1737496"	"213"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"7356"	272	"SRX699737"	"JUN"	"HCASMC"
"chr2"	"1739272"	"1739614"	"343"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"5238"	824	"SRX2207672"	"RELA"	"HUVEC"
"chr2"	"1739358"	"1739589"	"232"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"5263"	530	"SRX393518"	"TAL1"	"Primaryendothelialcells"
"chr2"	"1739361"	"1739557"	"197"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"5295"	441	"SRX393516"	"TAL1"	"Primaryendothelialcells"
"chr2"	"1739371"	"1739603"	"233"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"5249"	460	"SRX2207673"	"RELA"	"HUVEC"
"chr2"	"1739506"	"1739615"	"110"	"*"	"Intron (ENST00000252804.9/7837, intron 1 of 22)"	"2"	"1631887"	"1744852"	"112966"	"2"	"7837"	"5237"	231	"SRX150651"	"MAX"	"HUVEC"
